a,b,c,d,r1,r2,
347.652, 940.501, 379.0, 357501.6990009999, -0.493, -2.213,
389.954, 517.202, 95.0, 119315.38880400002, -0.22, -1.106,
665.587, 956.821, 321.0, 60892.71804100007, -0.533, -0.904,
733.634, 610.713, 124.0, 9087.904368999938, -0.351, -0.481,
6.257, 369.389, 476.0, 124534.90532100001, -1.318, -57.718,
415.942, 974.241, 312.0, 430049.91008099995, -0.383, -1.959,
735.58, 459.541, 60.0, 34638.730680999986, -0.186, -0.439,
200.791, 733.195, 176.0, 396218.0440250001, -0.258, -3.393,
146.187, 983.334, 169.0, 868123.3435559999, -0.176, -6.55,
320.336, 689.033, 71.0, 383791.051089, -0.109, -2.042,
224.32, 833.118, 195.0, 519116.0019240001, -0.251, -3.463,
95.343, 918.339, 382.0, 697662.4149210001, -0.436, -9.196,
81.598, 674.564, 701.0, 226235.79809599995, -1.219, -7.048,
12.359, 809.987, 280.0, 642236.860169, -0.348, -65.191,
167.962, 942.733, 533.0, 530650.525289, -0.638, -4.975,
279.884, 908.128, 538.0, 222386.09638400003, -0.78, -2.465,
128.698, 744.519, 449.0, 323166.93336100003, -0.684, -5.101,
876.173, 575.097, 45.0, 173025.41940899997, -0.091, -0.566,
215.965, 934.705, 301.0, 613651.5770250001, -0.35, -3.978,
53.488, 766.132, 255.0, 532400.4814239999, -0.341, -13.982,
558.69, 899.458, 295.0, 149770.4937639999, -0.459, -1.151,
87.674, 482.612, 444.0, 77205.31854400001, -1.168, -4.337,
82.376, 754.088, 39.0, 555798.055744, -0.052, -9.102,
569.317, 722.133, 60.0, 384839.98968900007, -0.089, -1.179,
637.07, 838.429, 95.0, 460876.58804099995, -0.125, -1.191,
554.386, 552.468, 53.0, 187691.05902399996, -0.108, -0.889,
757.063, 962.418, 266.0, 120733.374724, -0.406, -0.865,
75.247, 751.555, 306.0, 472732.5900249999, -0.425, -9.563,
319.409, 965.462, 20.0, 906564.153444, -0.021, -3.002,
630.064, 992.187, 141.0, 629078.9469690002, -0.158, -1.417,
15.286, 637.41, 549.0, 372723.4521, -0.88, -40.819,
113.207, 336.866, 107.0, 65026.10595599999, -0.362, -2.614,
12.45, 819.431, 465.0, 648310.163761, -0.572, -65.245,
464.115, 598.433, 3.0, 352552.675489, -0.005, -1.284,
199.144, 473.517, 264.0, 13922.285288999992, -0.893, -1.485,
524.736, 745.018, 166.0, 206627.11632400012, -0.277, -1.143,
777.964, 973.019, 276.0, 87893.71836099995, -0.435, -0.816,
626.686, 722.227, 104.0, 260910.46352899997, -0.169, -0.984,
352.74, 467.999, 102.0, 75105.14400100001, -0.275, -1.052,
253.684, 801.469, 587.0, 46702.52596100012, -1.154, -2.006,
203.008, 599.062, 403.0, 31626.383843999996, -1.037, -1.913,
141.241, 721.017, 660.0, 146989.27428900002, -1.195, -3.91,
199.24, 793.35, 445.0, 274757.0225, -0.676, -3.306,
525.311, 731.206, 47.0, 435903.746436, -0.068, -1.324,
173.209, 768.355, 564.0, 199609.90202500002, -0.928, -3.508,
263.425, 947.537, 299.0, 582770.0663690001, -0.35, -3.247,
326.262, 830.685, 503.0, 33598.4252249999, -0.992, -1.554,
29.349, 854.483, 857.0, 629532.825289, -1.04, -28.074,
102.119, 469.893, 236.0, 124399.09544899997, -0.574, -4.028,
81.374, 797.742, 836.0, 364277.642564, -1.193, -8.61,
183.714, 607.925, 438.0, 47705.87762499991, -1.06, -2.249,
152.272, 566.751, 425.0, 62344.29600099995, -1.041, -2.681,
54.013, 976.774, 118.0, 928593.3110760001, -0.122, -17.962,
132.864, 674.982, 356.0, 266402.36432399997, -0.598, -4.482,
273.046, 955.027, 474.0, 394381.3547290001, -0.599, -2.899,
283.638, 635.141, 315.0, 46020.20988099999, -0.741, -1.498,
138.098, 902.582, 696.0, 430189.43472399993, -0.893, -5.643,
181.005, 893.154, 391.0, 514632.247716, -0.486, -4.449,
747.691, 750.4, 130.0, 174300.8399999999, -0.223, -0.781,
28.496, 246.935, 60.0, 54137.854225, -0.25, -8.415,
90.728, 946.065, 759.0, 619588.7762250002, -0.876, -9.552,
207.27, 747.215, 32.0, 531799.696225, -0.043, -3.562,
477.433, 552.453, 55.0, 200169.057209, -0.11, -1.047,
374.133, 823.174, 279.0, 260083.00627600006, -0.419, -1.782,
188.268, 707.191, 587.0, 58065.846481000015, -1.238, -2.518,
336.669, 784.11, 10.0, 601361.7321, -0.013, -2.316,
255.497, 965.445, 0.0, 932084.0480250001, 0.0, -3.779,
127.245, 380.503, 72.0, 108135.97300899998, -0.203, -2.787,
480.316, 560.415, 6.0, 302537.388225, -0.011, -1.156,
54.717, 574.648, 651.0, 187737.25590400005, -1.292, -9.21,
425.359, 618.088, 42.0, 310572.463744, -0.071, -1.382,
36.723, 789.563, 640.0, 529398.850969, -0.844, -20.657,
89.271, 767.03, 591.0, 377298.37690000003, -0.856, -7.736,
87.121, 399.756, 181.0, 96729.25553599998, -0.509, -4.079,
345.022, 858.5, 173.0, 498267.026, -0.221, -2.267,
745.199, 676.406, 37.0, 347235.6248359999, -0.058, -0.849,
61.589, 736.134, 621.0, 388906.1899560001, -0.913, -11.039,
39.36, 742.751, 922.0, 406519.36800099997, -1.336, -17.535,
68.959, 540.541, 161.0, 247774.97668100003, -0.31, -7.528,
240.646, 925.623, 590.0, 288853.3781290002, -0.807, -3.04,
474.057, 872.088, 138.0, 498858.01574399986, -0.175, -1.665,
382.22, 536.267, 8.0, 275351.25528900005, -0.015, -1.388,
1.105, 216.479, 135.0, 46266.457441000006, -0.626, -195.283,
170.499, 864.805, 106.0, 675596.1120249999, -0.126, -4.947,
165.017, 727.167, 17.0, 517550.689889, -0.024, -4.383,
371.247, 727.761, 345.0, 17315.21312099992, -0.803, -1.157,
65.588, 627.362, 804.0, 182652.07104399998, -1.525, -8.041,
82.813, 525.335, 4.0, 274651.8542250001, -0.008, -6.336,
374.057, 856.725, 478.0, 18780.741625000024, -0.962, -1.328,
933.693, 690.434, 95.0, 121895.76835600002, -0.183, -0.557,
674.346, 693.796, 139.0, 106416.51361600007, -0.273, -0.756,
238.3, 888.279, 679.0, 141816.78184099996, -1.074, -2.654,
419.031, 805.131, 281.0, 177245.083161, -0.458, -1.463,
521.949, 993.159, 384.0, 184651.13528100005, -0.54, -1.363,
476.759, 655.305, 167.0, 110949.63102499995, -0.338, -1.037,
344.965, 526.888, 133.0, 94089.58454400007, -0.319, -1.208,
673.417, 799.767, 9.0, 615384.2422890001, -0.011, -1.176,
26.589, 318.384, 351.0, 64037.41545600001, -1.228, -10.746,
817.841, 872.702, 191.0, 136778.256804, -0.307, -0.76,
297.979, 708.868, 54.0, 438130.3774240001, -0.079, -2.3,
8.84, 870.699, 96.0, 754722.1886009999, -0.11, -98.385,
387.07, 976.941, 346.0, 418708.8374810001, -0.426, -2.098,
18.003, 475.353, 732.0, 173247.69060899998, -1.642, -24.762,
495.058, 912.868, 366.0, 108563.07342400006, -0.589, -1.255,
16.842, 349.566, 387.0, 96124.97235599998, -1.173, -19.582,
61.498, 662.529, 417.0, 336366.011841, -0.671, -10.102,
304.914, 914.054, 106.0, 706211.178916, -0.121, -2.877,
52.337, 244.584, 230.0, 11671.293056000002, -1.305, -3.369,
187.419, 734.448, 176.0, 407470.8887039999, -0.256, -3.662,
439.407, 648.076, 0.0, 420002.501776, 0.0, -1.475,
88.132, 859.657, 704.0, 490830.44564900006, -0.902, -8.852,
969.018, 783.744, 23.0, 525105.001536, -0.03, -0.778,
126.786, 929.983, 82.0, 823282.5722889999, -0.089, -7.246,
22.599, 829.597, 257.0, 664999.410409, -0.312, -36.397,
27.145, 867.974, 907.0, 654896.804676, -1.082, -30.894,
541.267, 440.27, 37.0, 113730.15689999997, -0.095, -0.718,
139.334, 772.441, 228.0, 469592.49048100004, -0.313, -5.231,
173.38, 816.441, 604.0, 247689.826481, -0.919, -3.79,
94.856, 419.983, 135.0, 125163.480289, -0.349, -4.079,
775.849, 469.386, 7.0, 198599.44499600003, -0.015, -0.59,
214.586, 669.413, 229.0, 251552.98856899998, -0.391, -2.728,
158.778, 843.758, 347.0, 491543.698564, -0.449, -4.865,
589.994, 915.737, 179.0, 416138.5491689999, -0.229, -1.323,
31.97, 118.343, 45.0, 8250.465649000002, -0.43, -3.271,
28.592, 725.122, 592.0, 458096.05888399994, -0.845, -24.516,
163.767, 478.731, 95.0, 166951.91036100002, -0.214, -2.709,
733.828, 966.792, 102.0, 635284.9472640001, -0.116, -1.202,
579.208, 866.708, 2.0, 746549.0932639999, -0.002, -1.494,
85.572, 903.732, 735.0, 565149.8478239999, -0.888, -9.673,
34.93, 357.246, 202.0, 99401.26451599998, -0.601, -9.627,
63.607, 579.798, 513.0, 205644.15680399997, -0.993, -8.122,
489.104, 777.831, 41.0, 524808.008561, -0.055, -1.536,
18.257, 253.034, 863.0, 1003.041155999992, -6.062, -7.797,
259.472, 968.174, 102.0, 831496.318276, -0.109, -3.623,
241.648, 680.961, 108.0, 359315.94752100005, -0.169, -2.649,
197.599, 970.336, 3.0, 939180.764896, -0.003, -4.908,
435.94, 800.428, 211.0, 272751.623184, -0.319, -1.517,
977.105, 818.121, 154.0, 67425.29064099991, -0.286, -0.552,
281.712, 521.671, 105.0, 153821.5922410001, -0.23, -1.622,
102.127, 345.079, 192.0, 40645.98024100001, -0.702, -2.677,
124.526, 600.235, 329.0, 196405.83922500003, -0.631, -4.19,
77.117, 631.121, 263.0, 317186.632641, -0.44, -7.744,
4.355, 796.174, 222.0, 630025.798276, -0.279, -182.539,
948.329, 935.065, 47.0, 696060.7022250001, -0.053, -0.933,
310.43, 756.053, 419.0, 51335.45880900003, -0.853, -1.583,
258.318, 890.076, 207.0, 578347.981776, -0.251, -3.195,
4.981, 210.057, 333.0, 37489.25124899999, -1.65, -40.522,
0.713, 848.267, 724.0, 717492.055289, -0.854, -1188.861,
180.869, 821.752, 479.0, 328731.3455039999, -0.687, -3.857,
901.845, 520.725, 11.0, 231473.34562500002, -0.022, -0.555,
571.627, 952.063, 395.0, 3253.295969000086, -0.783, -0.883,
106.201, 582.046, 278.0, 220682.03411600005, -0.529, -4.952,
196.148, 878.582, 564.0, 329396.442724, -0.777, -3.703,
152.569, 854.762, 855.0, 208832.09664399992, -1.304, -4.299,
199.69, 872.562, 785.0, 134337.84384400002, -1.267, -3.103,
7.229, 678.807, 354.0, 450542.679249, -0.524, -93.376,
237.329, 633.802, 68.0, 337151.487204, -0.112, -2.559,
617.546, 594.4, 62.0, 200159.95199999996, -0.119, -0.843,
6.706, 803.272, 85.0, 642965.865984, -0.106, -119.678,
259.033, 319.306, 38.0, 62583.30563599999, -0.133, -1.099,
325.843, 642.221, 236.0, 104852.02084099996, -0.489, -1.482,
258.473, 930.804, 456.0, 394941.3344159999, -0.585, -3.016,
254.65, 450.298, 143.0, 57108.48880399999, -0.415, -1.353,
405.287, 909.446, 399.0, 180253.97491600015, -0.598, -1.646,
547.224, 862.248, 147.0, 421703.9015040001, -0.194, -1.381,
615.029, 360.151, 46.0, 16543.406801000005, -0.188, -0.397,
467.384, 806.517, 42.0, 571949.1592890001, -0.054, -1.672,
12.114, 565.812, 897.0, 276678.18734400003, -1.643, -45.064,
80.158, 844.22, 717.0, 482814.2644000001, -0.932, -9.6,
24.993, 390.473, 894.0, 63094.19572900003, -2.787, -12.837,
806.067, 882.949, 23.0, 705440.7726009999, -0.027, -1.069,
24.552, 813.113, 115.0, 649858.830769, -0.142, -32.976,
545.414, 761.517, 262.0, 8314.269289000076, -0.615, -0.782,
492.095, 492.753, 119.0, 8568.29900899998, -0.407, -0.595,
892.204, 251.558, 5.0, 45437.347364, -0.022, -0.26,
687.252, 702.829, 16.0, 449984.47524099995, -0.023, -0.999,
144.468, 650.157, 301.0, 248764.65264900008, -0.524, -3.976,
97.912, 661.297, 568.0, 214857.65820900002, -1.01, -5.744,
427.378, 597.557, 194.0, 25429.040249000012, -0.513, -0.886,
479.775, 755.193, 201.0, 184577.367249, -0.339, -1.235,
823.537, 662.882, 31.0, 337293.95792399993, -0.05, -0.755,
292.91, 808.288, 213.0, 403770.17094399995, -0.295, -2.464,
564.891, 582.658, 125.0, 57044.84496399999, -0.304, -0.727,
388.562, 470.358, 96.0, 72028.840164, -0.26, -0.951,
227.645, 720.687, 237.0, 303582.291969, -0.373, -2.793,
288.92, 846.354, 565.0, 63355.893316, -1.029, -1.9,
79.443, 334.033, 345.0, 1946.70508900001, -1.825, -2.38,
443.178, 757.967, 111.0, 377742.94108899997, -0.162, -1.549,
566.04, 716.92, 117.0, 249067.56639999995, -0.192, -1.074,
291.853, 897.392, 625.0, 75679.90166400012, -1.066, -2.009,
215.778, 731.397, 287.0, 287228.4276090001, -0.453, -2.937,
830.22, 417.899, 30.0, 75013.174201, -0.087, -0.417,
55.273, 461.511, 729.0, 51816.33512100001, -2.116, -6.234,
86.976, 569.034, 825.0, 36778.893156000006, -2.169, -4.374,
839.248, 737.682, 121.0, 137978.701124, -0.218, -0.661,
100.061, 822.199, 414.0, 510310.179601, -0.539, -7.678,
2.302, 441.835, 566.0, 190006.43922499998, -1.29, -190.646,
74.447, 437.649, 175.0, 139423.74720100002, -0.432, -5.447,
13.9, 411.46, 674.0, 131824.93159999998, -1.74, -27.861,
215.522, 886.765, 345.0, 488931.805225, -0.435, -3.679,
37.284, 378.823, 589.0, 55665.761329, -1.916, -8.244,
363.003, 690.762, 66.0, 381319.3486439999, -0.101, -1.802,
121.828, 606.59, 61.0, 338225.3961, -0.103, -4.876,
513.285, 537.959, 37.0, 213433.70568099996, -0.074, -0.974,
934.484, 925.706, 158.0, 266337.710436, -0.219, -0.771,
626.407, 742.114, 172.0, 119765.1729960001, -0.316, -0.869,
50.937, 368.46, 243.0, 86252.00759999998, -0.734, -6.5,
136.621, 414.189, 215.0, 54058.46772100001, -0.665, -2.367,
61.807, 675.52, 14.0, 452866.0784, -0.021, -10.909,
363.784, 758.332, 290.0, 153077.98222399998, -0.505, -1.58,
8.749, 933.214, 999.0, 835927.3657960001, -1.081, -105.584,
4.945, 269.401, 240.0, 67829.698801, -0.906, -53.574,
441.12, 813.598, 239.0, 240230.98560399987, -0.367, -1.478,
301.975, 527.566, 145.0, 103180.38435600005, -0.342, -1.405,
0.373, 123.594, 511.0, 14513.064835999998, -4.187, -327.164,
16.415, 912.895, 266.0, 815911.7210249999, -0.293, -55.321,
645.543, 411.411, 2.0, 164094.666921, -0.005, -0.632,
296.056, 977.915, 226.0, 688683.123225, -0.25, -3.053,
168.969, 811.181, 509.0, 313993.7307610001, -0.742, -4.059,
412.4, 972.016, 280.0, 482927.1042559999, -0.336, -2.021,
652.898, 977.303, 40.0, 850657.473809, -0.042, -1.455,
127.691, 761.731, 902.0, 119524.98836099997, -1.629, -4.336,
46.562, 893.585, 915.0, 628077.2322250002, -1.085, -18.106,
171.048, 821.651, 227.0, 519798.7818009999, -0.294, -4.509,
252.065, 488.502, 52.0, 186204.684004, -0.113, -1.825,
172.047, 873.198, 327.0, 537437.271204, -0.407, -4.668,
310.172, 531.51, 119.0, 134861.0081, -0.265, -1.449,
65.136, 959.642, 938.0, 676522.4961640001, -1.053, -13.68,
2.577, 262.105, 668.0, 61813.287025000005, -2.616, -99.093,
70.176, 755.485, 534.0, 420861.64922500006, -0.761, -10.005,
70.397, 951.348, 690.0, 710767.297104, -0.769, -12.745,
479.369, 989.476, 198.0, 599402.506576, -0.225, -1.84,
10.876, 264.901, 253.0, 59166.027801000004, -0.996, -23.361,
38.493, 566.964, 783.0, 200888.10129600007, -1.543, -13.186,
593.665, 153.297, 3.0, 16375.990209, -0.021, -0.237,
79.01, 594.74, 107.0, 319899.3876, -0.184, -7.343,
19.56, 657.78, 780.0, 371647.32839999994, -1.231, -32.398,
843.163, 796.254, 80.0, 364208.27251599997, -0.114, -0.83,
224.637, 769.674, 130.0, 475586.826276, -0.178, -3.248,
277.541, 829.632, 331.0, 320824.9714239999, -0.474, -2.515,
321.589, 942.299, 337.0, 454425.43340099993, -0.417, -2.513,
460.044, 886.087, 153.0, 503603.243569, -0.192, -1.734,
592.821, 242.717, 1.0, 56540.25808900001, -0.004, -0.405,
206.987, 755.11, 539.0, 123927.14010000002, -0.974, -2.674,
9.025, 381.025, 286.0, 134855.45062499997, -0.764, -41.454,
155.908, 850.065, 438.0, 449459.68822500005, -0.576, -4.876,
81.926, 620.447, 859.0, 103456.74380899995, -1.824, -5.75,
532.525, 682.732, 81.0, 293584.8838239999, -0.132, -1.15,
132.019, 512.188, 455.0, 22061.967343999946, -1.377, -2.502,
178.414, 870.238, 503.0, 398345.2086440001, -0.67, -4.208,
110.878, 635.602, 337.0, 254526.358404, -0.591, -5.141,
980.462, 565.047, 74.0, 29061.360209000064, -0.201, -0.375,
246.78, 222.831, 16.0, 33859.734561, -0.079, -0.824,
100.075, 383.787, 271.0, 38811.161368999994, -0.933, -2.902,
275.859, 930.293, 213.0, 630413.197849, -0.247, -3.125,
203.836, 726.052, 431.0, 175738.24270400003, -0.753, -2.809,
582.18, 717.212, 135.0, 200015.85294400004, -0.232, -1.0,
566.356, 486.41, 48.0, 127854.33610000003, -0.114, -0.745,
120.139, 332.112, 16.0, 102609.48454400002, -0.049, -2.715,
323.733, 973.077, 661.0, 90928.79592900001, -1.037, -1.969,
79.869, 996.552, 491.0, 836253.172704, -0.514, -11.963,
114.447, 986.892, 423.0, 780311.495664, -0.452, -8.171,
355.451, 823.233, 262.0, 305199.9242889999, -0.381, -1.935,
169.677, 889.486, 232.0, 633725.0881960001, -0.275, -4.967,
181.0, 331.995, 57.0, 68952.68002500001, -0.192, -1.642,
426.27, 904.544, 420.0, 102066.247936, -0.686, -1.436,
75.742, 964.353, 508.0, 776068.9646089999, -0.551, -12.181,
136.812, 710.213, 397.0, 287145.04936899996, -0.637, -4.554,
388.117, 455.645, 116.0, 27526.078024999995, -0.373, -0.801,
452.316, 902.533, 363.0, 157802.98408900003, -0.559, -1.437,
7.373, 655.431, 11.0, 429265.38376100006, -0.017, -88.879,
692.833, 852.071, 238.0, 66447.97304100008, -0.429, -0.801,
5.613, 969.357, 784.0, 922050.6254489999, -0.813, -171.886,
223.36, 853.243, 788.0, 23992.89704900002, -1.563, -2.257,
31.12, 797.344, 426.0, 582728.974336, -0.546, -25.076,
197.373, 771.69, 727.0, 21544.77210000006, -1.583, -2.327,
169.531, 974.903, 693.0, 480495.927409, -0.831, -4.92,
130.238, 565.308, 468.0, 75767.59886399997, -1.114, -3.227,
38.793, 374.448, 223.0, 105607.94870399998, -0.638, -9.015,
35.253, 770.898, 81.0, 582861.7544040001, -0.106, -21.762,
189.946, 994.804, 470.0, 632536.518416, -0.525, -4.712,
142.166, 934.712, 629.0, 515996.86694399995, -0.761, -5.814,
582.881, 883.893, 109.0, 527130.719449, -0.135, -1.381,
80.232, 931.838, 335.0, 760811.178244, -0.371, -11.243,
528.893, 676.919, 19.0, 418023.46456099994, -0.029, -1.251,
222.021, 780.794, 87.0, 532375.962436, -0.115, -3.402,
42.788, 661.369, 702.0, 317260.25016100006, -1.146, -14.31,
190.206, 529.558, 181.0, 142722.53136399997, -0.399, -2.385,
204.323, 440.246, 53.0, 150500.06451599998, -0.128, -2.027,
67.489, 609.216, 131.0, 335779.89865600003, -0.22, -8.806,
717.339, 731.704, 40.0, 420616.50361599994, -0.058, -0.962,
270.026, 781.344, 23.0, 585656.0543360001, -0.03, -2.864,
110.656, 436.45, 25.0, 179423.00249999997, -0.058, -3.886,
40.024, 884.681, 739.0, 664349.5277610001, -0.87, -21.234,
56.849, 474.523, 975.0, 3460.9775290000543, -3.656, -4.691,
224.206, 912.391, 152.0, 696140.088881, -0.174, -3.895,
410.693, 880.664, 356.0, 190742.2488960001, -0.54, -1.604,
269.908, 984.798, 812.0, 93165.91680400004, -1.259, -2.39,
389.459, 783.133, 95.0, 465302.875689, -0.13, -1.881,
40.056, 725.432, 178.0, 497731.714624, -0.249, -17.862,
5.918, 370.597, 299.0, 130264.208409, -0.817, -61.805,
94.677, 925.868, 816.0, 548205.825424, -0.979, -8.8,
522.698, 770.56, 229.0, 114971.34559999994, -0.413, -1.061,
891.723, 565.281, 26.0, 226803.41696099995, -0.05, -0.584,
166.697, 392.69, 118.0, 75524.4521, -0.354, -2.002,
143.822, 913.047, 166.0, 738157.0162090001, -0.187, -6.161,
86.267, 669.464, 248.0, 362605.18329600006, -0.39, -7.37,
182.37, 682.102, 360.0, 202650.33840399998, -0.636, -3.104,
130.816, 826.641, 987.0, 166873.77488099987, -1.598, -4.721,
80.484, 408.163, 317.0, 64543.32256900001, -0.957, -4.114,
429.829, 585.415, 38.0, 277376.714225, -0.068, -1.294,
24.436, 892.401, 115.0, 785138.9848009999, -0.129, -36.391,
943.836, 637.939, 4.0, 391864.791721, -0.006, -0.67,
12.704, 341.715, 327.0, 100152.30922499998, -0.994, -25.905,
79.984, 824.297, 709.0, 452630.9202090001, -0.947, -9.359,
510.101, 777.65, 177.0, 243588.0145, -0.278, -1.246,
295.391, 922.297, 230.0, 578872.036209, -0.273, -2.849,
57.339, 587.261, 248.0, 287995.19412099995, -0.441, -9.801,
127.126, 992.724, 916.0, 519711.27617600013, -1.069, -6.74,
85.683, 636.744, 119.0, 364657.81353600003, -0.192, -7.24,
369.206, 71.057, 3.0, 618.6252490000006, -0.063, -0.13,
645.231, 462.604, 60.0, 59147.020815999975, -0.17, -0.547,
784.933, 806.581, 180.0, 85421.14956100006, -0.328, -0.7,
352.528, 839.729, 362.0, 194684.249441, -0.565, -1.817,
414.662, 671.448, 184.0, 145651.184704, -0.349, -1.27,
835.632, 547.43, 39.0, 169321.0128999999, -0.081, -0.574,
27.896, 901.494, 658.0, 739269.1600360001, -0.747, -31.569,
526.806, 466.192, 76.0, 57185.95686400001, -0.216, -0.669,
72.858, 972.785, 404.0, 828572.1282249999, -0.429, -12.923,
375.063, 990.789, 273.0, 572094.046521, -0.313, -2.329,
416.835, 789.141, 318.0, 92529.39788099995, -0.582, -1.311,
465.629, 449.66, 80.0, 53192.83560000002, -0.235, -0.731,
139.8, 799.61, 158.0, 551022.5521000001, -0.205, -5.515,
36.525, 702.351, 513.0, 418347.627201, -0.76, -18.469,
362.676, 697.508, 262.0, 106432.96206400008, -0.512, -1.411,
94.628, 687.382, 604.0, 243872.76592399992, -1.023, -6.241,
8.17, 392.822, 359.0, 142577.003684, -0.932, -47.149,
154.843, 679.713, 186.0, 346806.57036899996, -0.293, -4.096,
226.844, 902.671, 616.0, 255871.31824100006, -0.875, -3.105,
144.217, 903.575, 332.0, 624927.6046250002, -0.392, -5.873,
253.893, 734.526, 382.0, 151579.9406759999, -0.68, -2.213,
310.419, 851.148, 264.0, 396650.45390400005, -0.357, -2.385,
181.216, 674.43, 218.0, 296835.47289999994, -0.358, -3.364,
124.963, 962.038, 149.0, 851039.165444, -0.158, -7.54,
247.227, 703.617, 428.0, 71824.25868899992, -0.881, -1.965,
831.649, 721.173, 128.0, 94286.20792900003, -0.249, -0.618,
457.652, 380.898, 52.0, 49891.67040400002, -0.172, -0.66,
52.884, 606.349, 798.0, 198853.38180100004, -1.517, -9.949,
126.206, 924.035, 542.0, 580226.073225, -0.643, -6.679,
276.395, 779.446, 297.0, 279178.80691600015, -0.454, -2.366,
34.441, 601.432, 432.0, 302206.40262400004, -0.751, -16.712,
314.881, 880.064, 596.0, 23836.340096, -1.152, -1.643,
201.739, 976.596, 849.0, 268634.103216, -1.136, -3.705,
4.646, 335.265, 490.0, 103296.46022499999, -1.492, -70.67,
216.321, 723.807, 581.0, 21166.569248999993, -1.337, -2.009,
249.966, 886.946, 549.0, 237747.87091599999, -0.799, -2.749,
277.155, 989.149, 681.0, 223445.524201, -0.932, -2.637,
372.546, 618.103, 56.0, 298601.01460899995, -0.096, -1.563,
15.725, 443.354, 576.0, 160332.369316, -1.365, -26.829,
77.672, 572.31, 173.0, 273789.71209999995, -0.316, -7.052,
126.688, 822.431, 702.0, 320652.84576100006, -1.011, -5.481,
632.168, 611.23, 71.0, 194066.4009, -0.135, -0.832,
90.685, 779.828, 850.0, 299802.70958399994, -1.281, -7.319,
27.74, 628.143, 611.0, 326767.068449, -1.019, -21.625,
125.453, 968.548, 645.0, 614416.488304, -0.736, -6.984,
918.323, 185.254, 6.0, 12279.292515999994, -0.041, -0.161,
30.851, 568.019, 209.0, 296854.148361, -0.376, -18.036,
1.261, 950.19, 390.0, 900893.8761000001, -0.411, -753.11,
723.78, 781.658, 26.0, 535716.108964, -0.034, -1.046,
179.374, 700.838, 344.0, 244355.27824399996, -0.576, -3.331,
32.638, 951.73, 54.0, 898740.1849000001, -0.057, -29.103,
900.968, 876.737, 186.0, 98347.57516900008, -0.313, -0.661,
646.982, 825.063, 27.0, 610854.897969, -0.034, -1.242,
386.414, 800.563, 365.0, 76736.67696900002, -0.677, -1.394,
53.953, 920.918, 187.0, 807733.1187239999, -0.206, -16.863,
22.887, 699.628, 240.0, 467507.81838400004, -0.347, -30.222,
295.212, 586.13, 45.0, 290410.2169, -0.08, -1.905,
65.904, 745.71, 513.0, 420848.3961, -0.736, -10.579,
37.113, 703.564, 856.0, 367927.39009599993, -1.307, -17.651,
217.133, 829.881, 281.0, 444644.982161, -0.375, -3.447,
700.42, 685.78, 162.0, 16422.04839999997, -0.398, -0.581,
33.851, 712.089, 483.0, 441670.6119210001, -0.702, -20.334,
126.246, 401.698, 25.0, 148736.68320399997, -0.064, -3.118,
176.281, 892.218, 92.0, 731181.5515239999, -0.105, -4.956,
397.076, 801.39, 1.0, 640637.6281, -0.001, -2.017,
113.865, 965.238, 758.0, 586445.716644, -0.876, -7.601,
83.847, 518.495, 24.0, 260787.753025, -0.047, -6.137,
109.066, 760.533, 567.0, 331048.75608900003, -0.849, -6.124,
26.449, 664.109, 107.0, 429720.59188100003, -0.162, -24.947,
314.93, 491.293, 81.0, 139331.491849, -0.187, -1.373,
165.108, 720.032, 18.0, 506558.30502400006, -0.025, -4.336,
538.27, 590.271, 145.0, 36223.25344099995, -0.372, -0.725,
331.083, 848.502, 365.0, 236574.46400399983, -0.547, -2.016,
67.576, 735.853, 834.0, 316046.101609, -1.285, -9.604,
341.43, 549.084, 26.0, 265984.51905599993, -0.049, -1.559,
302.642, 660.194, 356.0, 4893.9096359999385, -0.975, -1.206,
349.085, 663.632, 58.0, 359419.711424, -0.092, -1.809,
90.849, 556.66, 321.0, 193220.23959999994, -0.644, -5.483,
245.985, 807.454, 260.0, 396157.56211599987, -0.362, -2.921,
66.426, 372.353, 435.0, 23065.516609, -1.66, -3.946,
263.205, 505.375, 169.0, 77477.31062500001, -0.431, -1.489,
180.765, 959.084, 586.0, 496128.95905599993, -0.705, -4.601,
914.5, 227.049, 1.0, 47893.248401000004, -0.004, -0.244,
61.442, 734.065, 127.0, 507638.88822500006, -0.176, -11.772,
253.882, 942.387, 559.0, 320413.1057689999, -0.741, -2.971,
878.177, 999.902, 139.0, 511537.5976040001, -0.162, -0.977,
283.714, 463.713, 91.0, 111757.85036900004, -0.228, -1.406,
6.685, 198.602, 421.0, 28185.214404, -2.297, -27.411,
104.717, 666.512, 849.0, 88619.31414399995, -1.761, -4.604,
145.169, 876.251, 505.0, 474574.43500099995, -0.645, -5.391,
587.346, 847.29, 189.0, 273866.7681, -0.276, -1.167,
332.756, 504.732, 187.0, 5852.903824000037, -0.643, -0.873,
622.101, 627.629, 149.0, 23145.965641000017, -0.382, -0.627,
81.394, 882.01, 305.0, 678640.9600999999, -0.358, -10.479,
76.205, 524.171, 841.0, 18401.617241000058, -2.549, -4.329,
243.353, 961.204, 710.0, 232790.60961599986, -0.984, -2.966,
759.366, 779.988, 177.0, 70750.15214400005, -0.338, -0.689,
724.808, 672.31, 102.0, 156279.07209999993, -0.191, -0.736,
